"id","name","lat","lon"
749,"Atateken / du Square Amherst",45.520634,-73.5639
750,"Métro Sherbrooke (de Rigaud / St-Denis)",45.517998,-73.568184
751,"Bourget / St-Jacques",45.480846,-73.58386
752,"Métro Bonaventure (de la Gauchetière / de la Cathédrale)",45.498314,-73.56725
756,"Notre-Dame / Jean-d'Estrées",45.49426,-73.56382
757,"de Gaspé / Beaubien",45.53196,-73.607
758,"des Érables / du Mont-Royal",45.535854,-73.57205
760,"St-Dominique / de Bellechasse",45.529503,-73.604866
761,"St-Dominique / du Mont-Royal",45.52056,-73.58582
762,"St-Dominique / Napoléon",45.516663,-73.57722
763,"Métro Jean-Talon (Berri / Jean-Talon)",45.539,-73.61425
764,"St-Dominique / Laurier",45.523617,-73.59246
765,"Faillon / St-Denis",45.539864,-73.620316
767,"de Gaspé / Villeray",45.538887,-73.62391
769,"Grand Trunk / d'Hibernia",45.47968,-73.56385
770,"Rivier / Davidson",45.546116,-73.55709
771,"Métro Parc  (Hutchison / Ogilvy)",45.53035,-73.62439
772,"de la Salle / Hochelaga",45.554153,-73.54749
774,"Parc St-Henri (Laporte / Guay)",45.480133,-73.58591
775,"St-Hubert / St-Joseph",45.528088,-73.58586
776,"de la Côte St-Antoine / Argyle",45.48624,-73.595726
778,"Métro Jolicoeur (de Sève / Drake)",45.456085,-73.58194
779,"de Bleury / de Maisonneuve",45.507095,-73.56844
780,"LaSalle / 80e avenue",45.415768,-73.637924
781,"Kirkfield / de Chambois",45.51293,-73.63389
782,"Garnier / Everett",45.547626,-73.61202
784,"de la Côte St-Paul / St-Ambroise",45.467667,-73.59392
785,"des Jockeys / Décarie",45.494045,-73.654495
786,"LaSalle / 37e avenue",45.41631,-73.612915
788,"Bennett / Pierre-de-Coubertin",45.55816,-73.5484
790,"Métro de Castelnau (de Castelnau / St-Laurent)",45.53571,-73.61962
834,"Graham / Wicksteed",45.516937,-73.64048
835,"Melville / de Maisonneuve",45.481842,-73.59538
837,"de Maisonneuve / Aylmer (ouest)",45.505062,-73.57068
838,"Drolet / Marie-Anne",45.522404,-73.58118
841,"de Laprairie / Centre",45.481365,-73.564316
842,"Graham / Kindersley",45.51405,-73.647255
843,"Glengarry / Graham",45.50919,-73.660324
845,"Garnier / St-Grégoire",45.535835,-73.58702
846,"Chabot / Villeray",45.552288,-73.61301
852,"Eleanor / Ottawa",45.492462,-73.56078
855,"Clark / Ontario",45.510624,-73.5669
858,"Henri-Julien / de Bellechasse",45.529503,-73.604866
859,"Campus MIL (Outremont / Thérèse-Lavoie Roux)",45.52317,-73.618095
860,"Parc Jean-Drapeau (Chemin Macdonald)",45.512802,-73.53111
862,"St-Charles / St-Sylvestre",45.536343,-73.51278
864,"Métro Villa-Maria (de Monkland / Décarie)",45.47897,-73.6196
865,"Jeanne-Mance / Laurier",45.520126,-73.595215
866,"des Ormeaux / Notre-Dame",45.599266,-73.51226
868,"10e avenue / Holt",45.55191,-73.57921
869,"Christophe-Colomb / St-Joseph",45.530365,-73.5844
873,"Clark / St-Zotique",45.531612,-73.61335
876,"Plessis / Logan",45.521767,-73.557106
880,"des Soeurs-Grises / Marguerite-d'Youville",45.498764,-73.554474
884,"de Castelnau / Lajeunesse",45.540398,-73.61682
886,"Fullum / Holt",45.54392,-73.58425
887,"3e avenue / Holt",45.548004,-73.58139
888,"Mozart / Waverly",45.531567,-73.61694
890,"Boucher / St-Denis",45.52785,-73.59186
891,"5e avenue / Masson",45.547558,-73.57547
895,"Bloomfield / Jean-Talon",45.527462,-73.624176
898,"Louis-Hémon / Jean-Talon",45.551773,-73.60348
901,"Notre-Dame-de-Grâce / Westmount",45.48047,-73.61121
903,"Sherbrooke / Vignal",45.48983,-73.589676
906,"Parc Ludger-Duvernay (St-André / St-Hubert)",45.531475,-73.59242
908,"Lajeunesse / de Liège",45.54558,-73.6349
909,"de Chateaubriand / Leman",45.547234,-73.63103
910,"Fullum / Marie-Anne",45.536507,-73.56804
911,"Rose-de-Lima / Workman",45.480263,-73.58099
913,"Parc Benny (Benny / de Monkland)",45.466934,-73.63153
914,"Earnscliffe / Queen-Mary",45.481846,-73.63037
915,"McLynn / Plamondon",45.489113,-73.64701
916,"St-Cyril / Wiseman",45.520855,-73.61574
917,"Boyer / Everett",45.543285,-73.61629
919,"des Récollets / McGill",45.500877,-73.559006
921,"Fullum / de Rouen",45.53213,-73.55876
922,"Aréna Rodrigue-Gilbert (du Tricentenaire / de Montigny)",45.651405,-73.50041
923,"Fullum / Ontario",45.53032,-73.55487
924,"Place du Village-de-la-Pointe-aux-Trembles (St-Jean-Baptiste / Notre-Dame)",45.640003,-73.49011
925,"la Fontaine / Alexandre-de-Sève",45.523304,-73.558
926,"Cégep Marie-Victorin",45.6175,-73.60601
927,"Hôpital Sacré-Coeur (Forbes)",45.531944,-73.71361
928,"Place Rodolphe-Rousseau (Gohier / Édouard-Laurin)",45.512993,-73.682495
929,"Molson / William-Tremblay",45.54155,-73.56501
930,"Messier / St-Joseph",45.53946,-73.57606
931,"Ateliers municipaux de St-Laurent (Cavendish / Poirier)",45.506176,-73.71119
932,"Centre des loisirs (Tassé / Grenet)",45.514736,-73.69145
934,"McKenna / Édouard-Montpetit",45.501163,-73.620544
935,"St-Catherine / St-Laurent",45.50993,-73.563805
936,"Du Quesne / Pierre-de-Coubertin",45.575054,-73.53893
937,"Ste-Claire / Pierre-Tétreault",45.601913,-73.52442
938,"Richmond / des Bassins",45.487522,-73.565
941,"André-Laurendeau / Rachel",45.542896,-73.561844
942,"des Érables / Laurier",45.53846,-73.57768
943,"Clark / St-Viateur",45.52516,-73.59924
944,"Robin / 15e rue",45.559494,-73.69892
945,"Legrand / Cartier",45.5523,-73.70738
946,"Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési)",45.57833,-73.65595
948,"Parc Henri-Julien (Legendre / Henri-Julien)",45.546036,-73.6466
949,"Mackay / Sainte-Catherine",45.49576,-73.57683
950,"Place d'Youville / McGill",45.499966,-73.55615
953,"Guizot / Clark",45.53968,-73.63459
955,"St-Christophe / René-Lévesque",45.514946,-73.55624
956,"Parc de Dieppe",45.501865,-73.54396
958,"Panet / Ste-Catherine",45.51996,-73.55482
959,"Ann / Ottawa",45.49497,-73.558044
961,"Terminus Newman (Airlie / Lafleur)",45.42506,-73.6496
962,"2e avenue / Centrale",45.432896,-73.596855
963,"Travaux publics LaSalle (Cordner / Léger)",45.44527,-73.62448
964,"Lapierre / Serge",45.438545,-73.62022
965,"Brittany / Ainsley",45.52589,-73.65003
966,"Gloria / Dollard",45.42971,-73.63388
968,"Palm / St-Rémi",45.470367,-73.58981
970,"d'Orléans / du Mont-Royal",45.554134,-73.56023
971,"Parc Loyola (Somerled / Doherty)",45.460022,-73.64444
972,"Parc Van Horne (de la Peltrie / de Westbury)",45.49047,-73.638535
974,"Parc de la Confédération (Fielding / West Hill)",45.47188,-73.64002
976,"REV (Souligny / Desmarteau)",45.60462,-73.516
978,"CHU Sainte-Justine (de la Côte Sainte-Catherine / Hudson)",45.503983,-73.62284
979,"des Ormeaux / de Grosbois",45.6059,-73.53437
980,"Champdoré / de Lorimier",45.566868,-73.641014
983,"Egan / Laurendeau",45.452858,-73.58925
984,"Dorion / Rachel",45.531635,-73.568245
985,"Parc Villeray (Christophe-Colomb / Jarry)",45.54809,-73.62426
986,"de Léry / Sherbrooke",45.541,-73.558266
987,"St-Charles / Thomas-Keefer",45.477604,-73.57378
988,"Monsabré / Boileau",45.571796,-73.54155
992,"St-Henri / Notre-Dame",45.50028,-73.559875
993,"de Grosbois / Duchesneau",45.61123,-73.53124
994,"Parc Labelle (LaSalle / Henri-Duhamel)",45.47256,-73.56999
996,"Lacombe / Victoria",45.490627,-73.628876
997,"Parc MacDonald (Clanranald / Isabella)",45.482693,-73.63481
998,"St-Ambroise / Louis-Cyr",45.475193,-73.58094
999,"Parc de Beauséjour (Gouin / Henri-d'Arles)",45.526764,-73.73042
1000,"Parc Champdoré (Champdoré / de Lille)",45.569176,-73.63629
1002,"Vendôme / Sherbrooke",45.475964,-73.60723
1003,"Parc Tino-Rossi (18e avenue / Everett)",45.56481,-73.5958
1004,"Stinson / Montpellier",45.504013,-73.70443
1006,"Place du Canada (Peel / de la Gauchetière)",45.498466,-73.568436
1007,"Aylmer / Ste-Catherine",45.504345,-73.56895
1008,"Ste-Catherine / Parthenais",45.526234,-73.54895
1009,"de Lanaudière / du Mont-Royal",45.53022,-73.576996
1010,"Métro Pie-IX (Pierre-de-Coubertin / de la Salle)",45.55524,-73.55082
1011,"St-Joseph / 21e avenue Lachine",45.433556,-73.684044
1012,"Parc Georges St-Pierre (Upper Lachine / Oxford)",45.469025,-73.609535
1013,"Everett / 8e avenue",45.557514,-73.60179
1015,"Robert-Bourassa / Ste-Catherine",45.503216,-73.56998
1016,"Parc Howard (de l'Épée / de Liège)",45.56169,-73.61051
1017,"Sabrevois / des Récollets",45.583286,-73.63277
1020,"Parc Maisonneuve (Viau / Sherbrooke)",45.564938,-73.55559
1023,"Mansfield / Cathcart",45.50076,-73.57048
1024,"6e avenue / Bélanger",45.554565,-73.59615
1025,"Marquette / Gilford",45.53385,-73.57891
1026,"Duchesneau / de Marseille",45.609627,-73.522736
1027,"St-Antoine / de la Montagne",45.495373,-73.56859
1029,"Métro Lionel-Groulx (Saint-Jacques/ Atwater)",45.483627,-73.579704
1030,"Bishop / René-Lévesque",45.495323,-73.57388
1031,"Berri / Duluth",45.521687,-73.57494
1032,"Parc des Hirondelles (Fleury / André-Jobin)",45.576,-73.64677
1033,"Parc Baldwin (Fullum / Sherbrooke)",45.53407,-73.56265
1034,"Parc Père-Marquette (de Lanaudière / de Bellechasse)",45.539326,-73.59588
1037,"Alexis-Nihon / St-Louis",45.50034,-73.68262
1038,"Parc Marlborough (Beauzèle / Robichaud)",45.522343,-73.72168
1039,"Fleury / de St-Firmin",45.570507,-73.65178
1040,"Parc Reine-Élizabeth (Penniston / Crawford)",45.439144,-73.591736
1041,"Parc du Pélican (1ère avenue / Masson)",45.5452,-73.576454
1044,"Gilford / des Érables",45.537525,-73.57513
1048,"41e avenue / Victoria",45.440346,-73.70232
1050,"Parc Ivan-Franko (33e avenue / Victoria)",45.43746,-73.693535
1051,"19e avenue / Saint-Antoine",45.439777,-73.68137
1053,"Pratt / Bates",45.51695,-73.62631
1054,"McCulloch / de la Côte Ste-Catherine",45.515774,-73.60061
1055,"Parc Sauvé (Balzac / de Bayonne)",45.599087,-73.63695
1057,"de Côme / Jean-Talon",45.588303,-73.577835
1061,"Parc Hébert (Provencher / Buies)",45.57163,-73.59205
1062,"Beurling / Godin",45.447914,-73.58382
1066,"Dorion / Gauthier",45.530674,-73.56625
1067,"Chabot / Laurier",45.536858,-73.57938
1068,"Métro Fabre (Marquette / Jean-Talon)",45.54741,-73.607666
1069,"Métro Plamondon (de Kent / Victoria)",45.494564,-73.6387
1070,"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)",45.508205,-73.56882
1071,"Letourneux / Ste-Catherine",45.550785,-73.5341
1072,"Métro Jarry (Lajeunesse / Jarry)",45.54356,-73.62777
1073,"Gilford / St-Denis",45.525116,-73.586006
1074,"Sicard / Adam",45.554863,-73.532715
1075,"Parc Maurice Bélanger (Hebert / Forest)",45.58808,-73.632225
1076,"Durocher / Beaumont",45.528,-73.61923
1077,"Marie-Anne / Papineau",45.531773,-73.57245
1078,"Parc du Pélican (Laurier/ 2e avenue)",45.544956,-73.57288
1080,"Maguire / Saint-Dominique",45.52527,-73.59524
1081,"Monk / Jacques-Hertel",45.459755,-73.59642
1082,"Péloquin / Fleury",45.557022,-73.659904
1084,"Des Érables / Villeray",45.553947,-73.61157
1085,"Parc Henri-Durant (Léger / Henri-Durant)",45.56844,-73.6752
1086,"Parc Chopin (Dumouchel / Tessier)",45.57073,-73.73708
1087,"27e avenue / Rosemont",45.56368,-73.5716
1089,"St-Viateur / Casgrain",45.527115,-73.59773
1090,"Métro Beaudry (Montcalm / de Maisonneuve)",45.51913,-73.55789
1091,"Durocher / St-Viateur",45.520794,-73.60327
1092,"de Normanville / Beaubien",45.539295,-73.60042
1093,"Querbes / Ball",45.531116,-73.63223
1094,"Sanguinet / Sainte-Catherine",45.51286,-73.56159
1095,"Langelier / Marie-Victorin",45.61452,-73.61224
1096,"Drummond / Sherbrooke",45.500393,-73.57817
1098,"Chomedey / Lincoln",45.492226,-73.58478
1099,"Parc Dixie (54e avenue / Dixie)",45.442398,-73.71765
1100,"Parc Outremont (Bloomfield / St-Viateur)",45.51905,-73.60498
1101,"de Rouen / Lespérance",45.538628,-73.55284
1102,"Ropery / Grand Trunk",45.478672,-73.565704
1103,"Parc Wilfrid-Bastien (Lacordaire / des Galets)",45.5864,-73.595215
1104,"Parc Delorme (Malouin / Laferté)",45.59049,-73.59027
1105,"Parc St-Laurent (Salk / Thomas-Chapais)",45.606236,-73.628784
1106,"Parc Saint-Laurent (Dutrisac)",45.525913,-73.68911
1107,"Parc Beaulac (rue Élizabeth)",45.520054,-73.67795
1108,"CHSLD St-Michel (8e avenue / Jarry)",45.56169,-73.61051
1109,"Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi)",45.593987,-73.63767
1110,"Parc Luigi-Pirandello (de Bretagne / Jean-Rivard)",45.579407,-73.60259
1111,"Parc LaSalle (10e avenue / Victoria)",45.438057,-73.67274
1112,"Parc Stoney-Point (St-Joseph / 47e avenue)",45.43657,-73.70837
1113,"Parc riverain de Lachine (des Iroquois)",45.430542,-73.66902
1114,"Bibliothèque Jean-Corbeil (Goncourt / Place Montrichard)",45.602726,-73.55793
1115,"Aréna Chaumont (Chaumont / des Ormeaux)",45.610928,-73.54674
1116,"Parc Chamberland (Dorais / de l'Église)",45.50299,-73.68911
1117,"Parc Noel-Nord (Toupin / Keller)",45.517582,-73.726616
1118,"Parc du Bois-Franc (de l'Équateur / des Andes)",45.513176,-73.71306
1119,"Parc Grovehill (St-Antoine / Ivan-Franko)",45.439823,-73.69488
1120,"Parc Kirkland (des Érables / Boyer)",45.44606,-73.6508
1121,"Parc Painter (Marcotte / Quenneville)",45.52863,-73.677315
1122,"Parc Beaubien (Stuart / St-Viateur)",45.516182,-73.60854
1123,"Bibliothèque d'Ahuntsic (Lajeunesse / Fleury)",45.553402,-73.662254
1124,"La Tour de Montréal (Pierre-de-Coubertin / Bennett)",45.559704,-73.55155
1125,"CCI Outremont (Dollard / Durcharme)",45.52002,-73.618904
1126,"Terminus Le Carrefour (Terry-Fox / Le Carr)",45.56842,-73.74687
1127,"Notre-Dame / Murray",45.494198,-73.56375
1128,"Parc Summerlea (53e avenue / St-Joseph)",45.438366,-73.71547
1129,"Labelle / Ste-Catherine",45.514996,-73.559166
1130,"de Normanville / Jean-Talon",45.54396,-73.61077
1131,"Robert-Bourassa / de Maisonneuve",45.503857,-73.57109
1132,"Parc Ottawa (de Belleville / Fleury)",45.58116,-73.64124
1133,"Parc Turin (Chambord / Jean-Talon)",45.54468,-73.61016
1134,"Parc St-Paul (Marc-Sauvalle / Le Caron)",45.4617,-73.58407
1135,"du Mont-Royal / Laurendeau",45.54447,-73.56725
